PartitionKey;RowKey;OrderID;CustomerID;EmployeeID;OrderDate;RequiredDate;ShippedDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry
Orders;10684;10684;OTTIK;3;26.9.1997 0:00;24.10.1997 0:00;30.9.1997 0:00;1;145.63;Ottilies Käseladen;Mehrheimerstr. 369;Köln;null;50739;Germany
Orders;10685;10685;GOURL;4;29.9.1997 0:00;13.10.1997 0:00;3.10.1997 0:00;2;33.75;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
Orders;10686;10686;PICCO;2;30.9.1997 0:00;28.10.1997 0:00;8.10.1997 0:00;1;96.5;Piccolo und mehr;Geislweg 14;Salzburg;null;5020;Austria
Orders;10687;10687;HUNGO;9;30.9.1997 0:00;28.10.1997 0:00;30.10.1997 0:00;2;296.43;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10688;10688;VAFFE;4;1.10.1997 0:00;15.10.1997 0:00;7.10.1997 0:00;2;299.09;Vaffeljernet;Smagsloget 45;Århus;null;8200;Denmark
Orders;10689;10689;BERGS;1;1.10.1997 0:00;29.10.1997 0:00;7.10.1997 0:00;2;13.42;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10690;10690;HANAR;1;2.10.1997 0:00;30.10.1997 0:00;3.10.1997 0:00;1;15.8;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
Orders;10691;10691;QUICK;2;3.10.1997 0:00;14.11.1997 0:00;22.10.1997 0:00;2;810.05;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10692;10692;ALFKI;4;3.10.1997 0:00;31.10.1997 0:00;13.10.1997 0:00;2;61.02;Alfred's Futterkiste;Obere Str. 57;Berlin;null;12209;Germany
Orders;10693;10693;WHITC;3;6.10.1997 0:00;20.10.1997 0:00;10.10.1997 0:00;3;139.34;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
Orders;10694;10694;QUICK;8;6.10.1997 0:00;3.11.1997 0:00;9.10.1997 0:00;3;398.36;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10695;10695;WILMK;7;7.10.1997 0:00;18.11.1997 0:00;14.10.1997 0:00;1;16.72;Wilman Kala;Keskuskatu 45;Helsinki;null;21240;Finland
Orders;10696;10696;WHITC;8;8.10.1997 0:00;19.11.1997 0:00;14.10.1997 0:00;3;102.55;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
Orders;10697;10697;LINOD;3;8.10.1997 0:00;5.11.1997 0:00;14.10.1997 0:00;1;45.52;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
Orders;10698;10698;ERNSH;4;9.10.1997 0:00;6.11.1997 0:00;17.10.1997 0:00;1;272.47;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10699;10699;MORGK;3;9.10.1997 0:00;6.11.1997 0:00;13.10.1997 0:00;3;0.58;Morgenstern Gesundkost;Heerstr. 22;Leipzig;null;04179;Germany
Orders;10700;10700;SAVEA;3;10.10.1997 0:00;7.11.1997 0:00;16.10.1997 0:00;1;65.1;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10701;10701;HUNGO;6;13.10.1997 0:00;27.10.1997 0:00;15.10.1997 0:00;3;220.31;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10702;10702;ALFKI;4;13.10.1997 0:00;24.11.1997 0:00;21.10.1997 0:00;1;23.94;Alfred's Futterkiste;Obere Str. 57;Berlin;null;12209;Germany
Orders;10703;10703;FOLKO;6;14.10.1997 0:00;11.11.1997 0:00;20.10.1997 0:00;2;152.3;Folk och fä HB;Åkergatan 24;Bräcke;null;S-844 67;Sweden
Orders;10704;10704;QUEEN;6;14.10.1997 0:00;11.11.1997 0:00;7.11.1997 0:00;1;4.78;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
Orders;10705;10705;HILAA;9;15.10.1997 0:00;12.11.1997 0:00;18.11.1997 0:00;2;3.52;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10706;10706;OLDWO;8;16.10.1997 0:00;13.11.1997 0:00;21.10.1997 0:00;3;135.63;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
Orders;10707;10707;AROUT;4;16.10.1997 0:00;30.10.1997 0:00;23.10.1997 0:00;3;21.74;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
Orders;10708;10708;THEBI;6;17.10.1997 0:00;28.11.1997 0:00;5.11.1997 0:00;2;2.96;The Big Cheese;89 Jefferson Way Suite 2;Portland;OR;97201;USA
Orders;10709;10709;GOURL;1;17.10.1997 0:00;14.11.1997 0:00;20.11.1997 0:00;3;210.8;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
Orders;10710;10710;FRANS;1;20.10.1997 0:00;17.11.1997 0:00;23.10.1997 0:00;1;4.98;Franchi S.p.A.;Via Monte Bianco 34;Torino;null;10100;Italy
Orders;10711;10711;SAVEA;5;21.10.1997 0:00;2.12.1997 0:00;29.10.1997 0:00;2;52.41;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10712;10712;HUNGO;3;21.10.1997 0:00;18.11.1997 0:00;31.10.1997 0:00;1;89.93;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10713;10713;SAVEA;1;22.10.1997 0:00;19.11.1997 0:00;24.10.1997 0:00;1;167.05;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10714;10714;SAVEA;5;22.10.1997 0:00;19.11.1997 0:00;27.10.1997 0:00;3;24.49;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10715;10715;BONAP;3;23.10.1997 0:00;6.11.1997 0:00;29.10.1997 0:00;1;63.2;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10716;10716;RANCH;4;24.10.1997 0:00;21.11.1997 0:00;27.10.1997 0:00;2;22.57;Rancho grande;Av. del Libertador 900;Buenos Aires;null;1010;Argentina
Orders;10717;10717;FRANK;1;24.10.1997 0:00;21.11.1997 0:00;29.10.1997 0:00;2;59.25;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10718;10718;KOENE;1;27.10.1997 0:00;24.11.1997 0:00;29.10.1997 0:00;3;170.88;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10719;10719;LETSS;8;27.10.1997 0:00;24.11.1997 0:00;5.11.1997 0:00;2;51.44;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA
Orders;10720;10720;QUEDE;8;28.10.1997 0:00;11.11.1997 0:00;5.11.1997 0:00;2;9.53;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
Orders;10721;10721;QUICK;5;29.10.1997 0:00;26.11.1997 0:00;31.10.1997 0:00;3;48.92;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10722;10722;SAVEA;8;29.10.1997 0:00;10.12.1997 0:00;4.11.1997 0:00;1;74.58;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10723;10723;WHITC;3;30.10.1997 0:00;27.11.1997 0:00;25.11.1997 0:00;1;21.72;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
Orders;10724;10724;MEREP;8;30.10.1997 0:00;11.12.1997 0:00;5.11.1997 0:00;2;57.75;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10725;10725;FAMIA;4;31.10.1997 0:00;28.11.1997 0:00;5.11.1997 0:00;3;10.83;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
Orders;10726;10726;EASTC;4;3.11.1997 0:00;17.11.1997 0:00;5.12.1997 0:00;1;16.56;Eastern Connection;35 King George;London;null;WX3 6FW;UK
Orders;10727;10727;REGGC;2;3.11.1997 0:00;1.12.1997 0:00;5.12.1997 0:00;1;89.9;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;null;42100;Italy
Orders;10728;10728;QUEEN;4;4.11.1997 0:00;2.12.1997 0:00;11.11.1997 0:00;2;58.33;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
Orders;10729;10729;LINOD;8;4.11.1997 0:00;16.12.1997 0:00;14.11.1997 0:00;3;141.06;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
Orders;10730;10730;BONAP;5;5.11.1997 0:00;3.12.1997 0:00;14.11.1997 0:00;1;20.12;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10731;10731;CHOPS;7;6.11.1997 0:00;4.12.1997 0:00;14.11.1997 0:00;1;96.65;Chop-suey Chinese;Hauptstr. 31;Bern;null;3012;Switzerland
Orders;10732;10732;BONAP;3;6.11.1997 0:00;4.12.1997 0:00;7.11.1997 0:00;1;16.97;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10733;10733;BERGS;1;7.11.1997 0:00;5.12.1997 0:00;10.11.1997 0:00;3;110.11;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10734;10734;GOURL;2;7.11.1997 0:00;5.12.1997 0:00;12.11.1997 0:00;3;1.63;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
Orders;10735;10735;LETSS;6;10.11.1997 0:00;8.12.1997 0:00;21.11.1997 0:00;2;45.97;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA
Orders;10736;10736;HUNGO;9;11.11.1997 0:00;9.12.1997 0:00;21.11.1997 0:00;2;44.1;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10737;10737;VINET;2;11.11.1997 0:00;9.12.1997 0:00;18.11.1997 0:00;2;7.79;Vins et alcools Chevalier;59 rue de l'Abbaye;Reims;null;51100;France
Orders;10738;10738;SPECD;2;12.11.1997 0:00;10.12.1997 0:00;18.11.1997 0:00;1;2.91;Spécialités du monde;25, rue Lauriston;Paris;null;75016;France
Orders;10739;10739;VINET;3;12.11.1997 0:00;10.12.1997 0:00;17.11.1997 0:00;3;11.08;Vins et alcools Chevalier;59 rue de l'Abbaye;Reims;null;51100;France
Orders;10740;10740;WHITC;4;13.11.1997 0:00;11.12.1997 0:00;25.11.1997 0:00;2;81.88;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
Orders;10741;10741;AROUT;4;14.11.1997 0:00;28.11.1997 0:00;18.11.1997 0:00;3;10.96;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
Orders;10742;10742;BOTTM;3;14.11.1997 0:00;12.12.1997 0:00;18.11.1997 0:00;3;243.73;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
Orders;10743;10743;AROUT;1;17.11.1997 0:00;15.12.1997 0:00;21.11.1997 0:00;2;23.72;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
Orders;10744;10744;VAFFE;6;17.11.1997 0:00;15.12.1997 0:00;24.11.1997 0:00;1;69.19;Vaffeljernet;Smagsloget 45;Århus;null;8200;Denmark
Orders;10745;10745;QUICK;9;18.11.1997 0:00;16.12.1997 0:00;27.11.1997 0:00;1;3.52;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10746;10746;CHOPS;1;19.11.1997 0:00;17.12.1997 0:00;21.11.1997 0:00;3;31.43;Chop-suey Chinese;Hauptstr. 31;Bern;null;3012;Switzerland
Orders;10747;10747;PICCO;6;19.11.1997 0:00;17.12.1997 0:00;26.11.1997 0:00;1;117.33;Piccolo und mehr;Geislweg 14;Salzburg;null;5020;Austria
Orders;10748;10748;SAVEA;3;20.11.1997 0:00;18.12.1997 0:00;28.11.1997 0:00;1;232.55;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10749;10749;ISLAT;4;20.11.1997 0:00;18.12.1997 0:00;19.12.1997 0:00;2;61.53;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
Orders;10750;10750;WARTH;9;21.11.1997 0:00;19.12.1997 0:00;24.11.1997 0:00;1;79.3;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10751;10751;RICSU;3;24.11.1997 0:00;22.12.1997 0:00;3.12.1997 0:00;3;130.79;Richter Supermarkt;Starenweg 5;Genève;null;1204;Switzerland
Orders;10752;10752;NORTS;2;24.11.1997 0:00;22.12.1997 0:00;28.11.1997 0:00;3;1.39;North/South;South House 300 Queensbridge;London;null;SW7 1RZ;UK
Orders;10753;10753;FRANS;3;25.11.1997 0:00;23.12.1997 0:00;27.11.1997 0:00;1;7.7;Franchi S.p.A.;Via Monte Bianco 34;Torino;null;10100;Italy
Orders;10754;10754;MAGAA;6;25.11.1997 0:00;23.12.1997 0:00;27.11.1997 0:00;3;2.38;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;null;24100;Italy
Orders;10755;10755;BONAP;4;26.11.1997 0:00;24.12.1997 0:00;28.11.1997 0:00;2;16.71;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10756;10756;SPLIR;8;27.11.1997 0:00;25.12.1997 0:00;2.12.1997 0:00;2;73.21;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
Orders;10757;10757;SAVEA;6;27.11.1997 0:00;25.12.1997 0:00;15.12.1997 0:00;1;8.19;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10758;10758;RICSU;3;28.11.1997 0:00;26.12.1997 0:00;4.12.1997 0:00;3;138.17;Richter Supermarkt;Starenweg 5;Genève;null;1204;Switzerland
Orders;10759;10759;ANATR;3;28.11.1997 0:00;26.12.1997 0:00;12.12.1997 0:00;3;11.99;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;null;05021;Mexico
Orders;10760;10760;MAISD;4;1.12.1997 0:00;29.12.1997 0:00;10.12.1997 0:00;1;155.64;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;null;B-1180;Belgium
Orders;10761;10761;RATTC;5;2.12.1997 0:00;30.12.1997 0:00;8.12.1997 0:00;2;18.66;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
Orders;10762;10762;FOLKO;3;2.12.1997 0:00;30.12.1997 0:00;9.12.1997 0:00;1;328.74;Folk och fä HB;Åkergatan 24;Bräcke;null;S-844 67;Sweden
Orders;10763;10763;FOLIG;3;3.12.1997 0:00;31.12.1997 0:00;8.12.1997 0:00;3;37.35;Folies gourmandes;184, chaussée de Tournai;Lille;null;59000;France
Orders;10764;10764;ERNSH;6;3.12.1997 0:00;31.12.1997 0:00;8.12.1997 0:00;3;145.45;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10765;10765;QUICK;3;4.12.1997 0:00;1.1.1998 0:00;9.12.1997 0:00;3;42.74;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10766;10766;OTTIK;4;5.12.1997 0:00;2.1.1998 0:00;9.12.1997 0:00;1;157.55;Ottilies Käseladen;Mehrheimerstr. 369;Köln;null;50739;Germany
Orders;10767;10767;SUPRD;4;5.12.1997 0:00;2.1.1998 0:00;15.12.1997 0:00;3;1.59;Suprêmes délices;Boulevard Tirou, 255;Charleroi;null;B-6000;Belgium
Orders;10768;10768;AROUT;3;8.12.1997 0:00;5.1.1998 0:00;15.12.1997 0:00;2;146.32;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
Orders;10769;10769;VAFFE;3;8.12.1997 0:00;5.1.1998 0:00;12.12.1997 0:00;1;65.06;Vaffeljernet;Smagsloget 45;Århus;null;8200;Denmark
Orders;10770;10770;HANAR;8;9.12.1997 0:00;6.1.1998 0:00;17.12.1997 0:00;3;5.32;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
Orders;10771;10771;ERNSH;9;10.12.1997 0:00;7.1.1998 0:00;2.1.1998 0:00;2;11.19;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10772;10772;LEHMS;3;10.12.1997 0:00;7.1.1998 0:00;19.12.1997 0:00;2;91.28;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;null;60528;Germany
Orders;10773;10773;ERNSH;1;11.12.1997 0:00;8.1.1998 0:00;16.12.1997 0:00;3;96.43;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10774;10774;FOLKO;4;11.12.1997 0:00;25.12.1997 0:00;12.12.1997 0:00;1;48.2;Folk och fä HB;Åkergatan 24;Bräcke;null;S-844 67;Sweden
Orders;10775;10775;THECR;7;12.12.1997 0:00;9.1.1998 0:00;26.12.1997 0:00;1;20.25;The Cracker Box;55 Grizzly Peak Rd.;Butte;MT;59801;USA
Orders;10776;10776;ERNSH;1;15.12.1997 0:00;12.1.1998 0:00;18.12.1997 0:00;3;351.53;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10777;10777;GOURL;7;15.12.1997 0:00;29.12.1997 0:00;21.1.1998 0:00;2;3.01;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
Orders;10778;10778;BERGS;3;16.12.1997 0:00;13.1.1998 0:00;24.12.1997 0:00;1;6.79;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10779;10779;MORGK;3;16.12.1997 0:00;13.1.1998 0:00;14.1.1998 0:00;2;58.13;Morgenstern Gesundkost;Heerstr. 22;Leipzig;null;04179;Germany
Orders;10780;10780;LILAS;2;16.12.1997 0:00;30.12.1997 0:00;25.12.1997 0:00;1;42.13;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
Orders;10781;10781;WARTH;2;17.12.1997 0:00;14.1.1998 0:00;19.12.1997 0:00;3;73.16;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10782;10782;CACTU;9;17.12.1997 0:00;14.1.1998 0:00;22.12.1997 0:00;3;1.1;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;null;1010;Argentina
Orders;10783;10783;HANAR;4;18.12.1997 0:00;15.1.1998 0:00;19.12.1997 0:00;2;124.98;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
Orders;10784;10784;MAGAA;4;18.12.1997 0:00;15.1.1998 0:00;22.12.1997 0:00;3;70.09;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;null;24100;Italy
Orders;10785;10785;GROSR;1;18.12.1997 0:00;15.1.1998 0:00;24.12.1997 0:00;3;1.51;GROSELLA-Restaurante;5ª Ave. Los Palos Grandes;Caracas;DF;1081;Venezuela
Orders;10786;10786;QUEEN;8;19.12.1997 0:00;16.1.1998 0:00;23.12.1997 0:00;1;110.87;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
Orders;10787;10787;LAMAI;2;19.12.1997 0:00;2.1.1998 0:00;26.12.1997 0:00;1;249.93;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;null;31000;France
Orders;10788;10788;QUICK;1;22.12.1997 0:00;19.1.1998 0:00;19.1.1998 0:00;2;42.7;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10789;10789;FOLIG;1;22.12.1997 0:00;19.1.1998 0:00;31.12.1997 0:00;2;100.6;Folies gourmandes;184, chaussée de Tournai;Lille;null;59000;France
Orders;10790;10790;GOURL;6;22.12.1997 0:00;19.1.1998 0:00;26.12.1997 0:00;1;28.23;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
Orders;10791;10791;FRANK;6;23.12.1997 0:00;20.1.1998 0:00;1.1.1998 0:00;2;16.85;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10792;10792;WOLZA;1;23.12.1997 0:00;20.1.1998 0:00;31.12.1997 0:00;3;23.79;Wolski Zajazd;ul. Filtrowa 68;Warszawa;null;01-012;Poland
Orders;10793;10793;AROUT;3;24.12.1997 0:00;21.1.1998 0:00;8.1.1998 0:00;3;4.52;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
Orders;10794;10794;QUEDE;6;24.12.1997 0:00;21.1.1998 0:00;2.1.1998 0:00;1;21.49;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
Orders;10795;10795;ERNSH;8;24.12.1997 0:00;21.1.1998 0:00;20.1.1998 0:00;2;126.66;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10796;10796;HILAA;3;25.12.1997 0:00;22.1.1998 0:00;14.1.1998 0:00;1;26.52;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10797;10797;DRACD;7;25.12.1997 0:00;22.1.1998 0:00;5.1.1998 0:00;2;33.35;Drachenblut Delikatessen;Walserweg 21;Aachen;null;52066;Germany
Orders;10798;10798;ISLAT;2;26.12.1997 0:00;23.1.1998 0:00;5.1.1998 0:00;1;2.33;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
Orders;10799;10799;KOENE;9;26.12.1997 0:00;6.2.1998 0:00;5.1.1998 0:00;3;30.76;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10800;10800;SEVES;1;26.12.1997 0:00;23.1.1998 0:00;5.1.1998 0:00;3;137.44;Seven Seas Imports;90 Wadhurst Rd.;London;null;OX15 4NB;UK
Orders;10801;10801;BOLID;4;29.12.1997 0:00;26.1.1998 0:00;31.12.1997 0:00;2;97.09;Bólido Comidas preparadas;C/ Araquil, 67;Madrid;null;28023;Spain
Orders;10802;10802;SIMOB;4;29.12.1997 0:00;26.1.1998 0:00;2.1.1998 0:00;2;257.26;Simons bistro;Vinbæltet 34;Kobenhavn;null;1734;Denmark
Orders;10803;10803;WELLI;4;30.12.1997 0:00;27.1.1998 0:00;6.1.1998 0:00;1;55.23;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
Orders;10804;10804;SEVES;6;30.12.1997 0:00;27.1.1998 0:00;7.1.1998 0:00;2;27.33;Seven Seas Imports;90 Wadhurst Rd.;London;null;OX15 4NB;UK
Orders;10805;10805;THEBI;2;30.12.1997 0:00;27.1.1998 0:00;9.1.1998 0:00;3;237.34;The Big Cheese;89 Jefferson Way Suite 2;Portland;OR;97201;USA
Orders;10806;10806;VICTE;3;31.12.1997 0:00;28.1.1998 0:00;5.1.1998 0:00;2;22.11;Victuailles en stock;2, rue du Commerce;Lyon;null;69004;France
Orders;10807;10807;FRANS;4;31.12.1997 0:00;28.1.1998 0:00;30.1.1998 0:00;1;1.36;Franchi S.p.A.;Via Monte Bianco 34;Torino;null;10100;Italy
Orders;10808;10808;OLDWO;2;1.1.1998 0:00;29.1.1998 0:00;9.1.1998 0:00;3;45.53;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
Orders;10809;10809;WELLI;7;1.1.1998 0:00;29.1.1998 0:00;7.1.1998 0:00;1;4.87;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
Orders;10810;10810;LAUGB;2;1.1.1998 0:00;29.1.1998 0:00;7.1.1998 0:00;3;4.33;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
Orders;10811;10811;LINOD;8;2.1.1998 0:00;30.1.1998 0:00;8.1.1998 0:00;1;31.22;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
Orders;10812;10812;REGGC;5;2.1.1998 0:00;30.1.1998 0:00;12.1.1998 0:00;1;59.78;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;null;42100;Italy
Orders;10813;10813;RICAR;1;5.1.1998 0:00;2.2.1998 0:00;9.1.1998 0:00;1;47.38;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
Orders;10814;10814;VICTE;3;5.1.1998 0:00;2.2.1998 0:00;14.1.1998 0:00;3;130.94;Victuailles en stock;2, rue du Commerce;Lyon;null;69004;France
Orders;10815;10815;SAVEA;2;5.1.1998 0:00;2.2.1998 0:00;14.1.1998 0:00;3;14.62;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10816;10816;GREAL;4;6.1.1998 0:00;3.2.1998 0:00;4.2.1998 0:00;2;719.78;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
Orders;10817;10817;KOENE;3;6.1.1998 0:00;20.1.1998 0:00;13.1.1998 0:00;2;306.07;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10818;10818;MAGAA;7;7.1.1998 0:00;4.2.1998 0:00;12.1.1998 0:00;3;65.48;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;null;24100;Italy
Orders;10819;10819;CACTU;2;7.1.1998 0:00;4.2.1998 0:00;16.1.1998 0:00;3;19.76;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;null;1010;Argentina
Orders;10820;10820;RATTC;3;7.1.1998 0:00;4.2.1998 0:00;13.1.1998 0:00;2;37.52;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
Orders;10821;10821;SPLIR;1;8.1.1998 0:00;5.2.1998 0:00;15.1.1998 0:00;1;36.68;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
Orders;10822;10822;TRAIH;6;8.1.1998 0:00;5.2.1998 0:00;16.1.1998 0:00;3;7;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
Orders;10823;10823;LILAS;5;9.1.1998 0:00;6.2.1998 0:00;13.1.1998 0:00;2;163.97;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
Orders;10824;10824;FOLKO;8;9.1.1998 0:00;6.2.1998 0:00;30.1.1998 0:00;1;1.23;Folk och fä HB;Åkergatan 24;Bräcke;null;S-844 67;Sweden
Orders;10825;10825;DRACD;1;9.1.1998 0:00;6.2.1998 0:00;14.1.1998 0:00;1;79.25;Drachenblut Delikatessen;Walserweg 21;Aachen;null;52066;Germany
Orders;10826;10826;BLONP;6;12.1.1998 0:00;9.2.1998 0:00;6.2.1998 0:00;1;7.09;Blondel père et fils;24, place Kléber;Strasbourg;null;67000;France
Orders;10827;10827;BONAP;1;12.1.1998 0:00;26.1.1998 0:00;6.2.1998 0:00;2;63.54;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10828;10828;RANCH;9;13.1.1998 0:00;27.1.1998 0:00;4.2.1998 0:00;1;90.85;Rancho grande;Av. del Libertador 900;Buenos Aires;null;1010;Argentina
Orders;10829;10829;ISLAT;9;13.1.1998 0:00;10.2.1998 0:00;23.1.1998 0:00;1;154.72;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
